SF Link,Account Name,Status,Combined Activation Status,Brightwheel Plan,Monthly Spend,EC Customer,K12 Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
0013u00001m9skzAAA,Good Shepherd Nursing Home District,Inactive Prospect,Onboarding,,,No,Name (District),gsnhd1.com,LAURIE,Missouri,65038,(573) 374-8263,,,
001PB00000YzE45YAF,Gore District Playschool,Inactive Prospect,Onboarding,,,No,Name (District),,West Gore,NS,B0N1P0,9026322293,,,
001Rd00000DgqkLIAR,Granada Huntley East Chain School District,Inactive Prospect,Onboarding,,,No,"Contact Email, Name (District)",https://www.ghecschools.org/,Granada,Minnesota,56039,,,,
0013u00001G9yNJAAZ,Great Beginnings,Inactive Prospect,Onboarding,Inactive,,No,Website,https://www.soesd.k12.or.us/great-beginnings/,Rogue River,Oregon,97537,541-787-5437,Multi-Site Parent,,
0013u00001GjfwoAAB,Great Beginnings - Great Enrichments,Inactive Prospect,Onboarding,Inactive,,No,Website,https://www.soesd.k12.or.us/great-beginnings/,Rogue River,OREGON,97537,541-787-5437,Multi-Site Child,,
0013u00001GjfwpAAB,Great Beginnings - Great Outdoors,Inactive Prospect,Onboarding,Inactive,,No,Website,https://www.soesd.k12.or.us/great-beginnings/,Rogue River,OREGON,97537,541-787-5437,Multi-Site Child,,
0013u00001oRDgwAAG,Greater Albany Public Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",albany.k12.or.us,Albany,Oregon,97322,(541) 967-4514,,,
0013u00001SLC86AAH,Greater Lafayette Area Se,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://www.lsc.k12.in.us/departments/glass-special-services,Lafayette,Indiana,47904,(765) 771-6006,Non-Target,,
001Rd00000Ghcf8IAB,"Greater New Brunswick Day Care Council, Inc",Inactive Prospect,Onboarding,,,No,Website,http://zane.collingswood.k12.nj.us/,New Brunswick,New Jersey,08903-1167,732-249-4299,,,
0013u00001hvBi6AAE,Green City Ri School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",greencity.k12.mo.us,GREEN CITY,Missouri,63545,(660) 874-4126,,,
001PB00000ZZCLXYA5,Green Lake School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",glsd.k12.wi.us,,Wisconsin,,(920) 896-5552,,,
0013u00001RPXrtAAH,Greene County Preschool,Inactive Prospect,Onboarding,,,No,Contact Email,http://gcps.greene.schooldesk.net/,Greensboro,Georgia,30642-1440,(706)454-1064,,,
001PB00000IotdIYAR,Greenville County School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",https://www.greenville.k12.sc.us/child/main.asp?titleid=overbrook,Greenville,South Carolina,29607,864-452-0062,,,
0013u00001nFFT8AAO,Grossmont Union High School District Child Development Center,Inactive Prospect,Onboarding,,,No,Name (District),guhsd.net,EL CAJON,California,92020,(619) 668-6099,,,
0011I00000b83KgQAI,Groton Public Schools,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",groton.k12.ct.us,,CT,,860-572-2173,Non-Target,,
0013u00001W1TSQAA3,Gulfport School District 28Th St Elem,Inactive Prospect,Onboarding,,,No,Name (District),https://tse.gulfportschools.org/,Gulfport,Mississippi,39501,228-867-2140,,,
001PB00000NfQ7nYAF,Halifax County School District,Inactive Prospect,Onboarding,,,No,"Website, Name (District)",ev.halifax.k12.nc.us,,,,(252) 826-3562,,,
0013u00001AxqiTAAR,Hamilton Elementary Pre-School,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",hcs.k12.in.us,Hamilton,Indiana,46742,260-488-2101,,17,
0011I0000118lPOQAY,Hand In Hand Early Care & Education Center,Inactive Prospect,Onboarding,Free,,No,Website,https://www.linnmar.k12.ia.us/school/linn-grove/,Cedar Rapids,Iowa,52328,3192004840,Single-Site,2,
0013u00001lLPg6AAG,Hanover Area YMCA,Inactive Prospect,Onboarding,Free,,No,Website,http://www.hpsd.k12.pa.us/buildings/clearview/,Hanover,Pennsylvania,17331,(717) 632-8211,,4,
001PB00000StqHCYAZ,Harrison Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",www.hps.k12.ar.us,Harrison,Arkansas,72601-5929,8707410581,,,
001PB00000XqZDEYA3,Harrison School District 2,Inactive Prospect,Onboarding,,,No,Name (District),hsd2.org,,Colorado,,(719) 453-2244,,,
001PB00000Msa58YAB,Haworth Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",haworth.k12.ok.us,,Oklahoma,,580-212-9997,,,
001PB00000NiGTdYAN,Hazelwood School District,Inactive Prospect,Onboarding,,,No,Name (District),http://www.hazelwoodschools.org/,Florissant,Missouri,63033,(314) 610-6484,,,
001PB00000M8vR9YAJ,Head Start,Inactive Prospect,Onboarding,,,No,Website,https://lhs.davis.k12.ut.us/,Layton,Utah,84041,303-886-7056,,,
0013u00001UbN0kAAF,Head Start,Inactive Prospect,Onboarding,,,No,Website,https://www.salida.k12.ca.us/Page/3160,Modesto,California,95356,12095685507,Non-Target,,
001PB00000JbCYlYAN,Healdsburg Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),husd.com,,California,,(707) 591-6375,,,
0013u00001W4FCxAAN,Hearne Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",hearne.k12.tx.us,Hearne,Texas,77859,9792793341,,,
0013u00001PySZGAA3,Henryetta Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",henryetta.k12.ok.us,Henryetta,Oklahoma,74437,9186526590,,,
0011I00001Cp45OQAR,Herman-Neosho-Rubicon School District,Inactive Prospect,Onboarding,Free,,No,Name (District),hnrschools.org,,WI,,#ERROR!,Non-Target,,
0013u00001oRV7XAAW,Hermosa Beach City school district,Inactive Prospect,Onboarding,,,No,Name (District),hbcsd.org,Hermosa Beach,California,90254,(310) 413-0401,,,
001PB00000NTKxRYAX,Hernando County School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",hcsb.k12.fl.us,Brooksville,Florida,34601,352-797-7000,,,
0013u00001lJbTcAAK,Hickman Mills C1 School District Nursery,Inactive Prospect,Onboarding,,,No,Name (District),hickmanmills.org,Kansas City,Missouri,64134,(816) 316-8222,,,
0013u00001SLFv6AAH,Highland Local Schools,Inactive Prospect,Onboarding,,,No,Website,https://highland.k12.oh.us/,MARENGO,Ohio,43334,4199618321,,,
0013u00001oS32mAAC,Hilltop Learning Center,Inactive Prospect,Onboarding,,,No,Website,msdwt.k12.in.us,Indianapolis,IN,46240,3174595580,,,
0013u00001JxBmyAAF,HILLTOPPER HANGTIME,Inactive Prospect,Onboarding,Inactive,,No,"Website, Contact Email",https://www.gcsd.k12.wi.us/elem/,Glenwood City,Wisconsin,54013-4346,715-265-7609,Single-Site,224,
001PB00000Q19dTYAR,Hinds School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",hinds.k12.ms.us,,,,(601) 857-7008,,,
0013u00001JvWrhAAF,Hornet Park Elementary School,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",bgcs.k12.in.us,Beech Grove,Indiana,46107,3177805050,,5,
0013u00001SIvPTAA1,Humboldt County Office of Education,Inactive Prospect,Onboarding,,,No,Website,humboldt.k12.ca.us,Eureka,CA,95501,7074457000,,,
0013u00001P3wi5AAB,Huntington Schools Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",hccsc.k12.in.us,Huntington,IN,46750,2603567612,,,
001PB00000LOCooYAH,Huntley Project,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",huntley.k12.mt.us,Worden,MT,59088,,,,
0013u00001NNckKAAT,Husky Den,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",nhsd.k12.wi.us,,Wisconsin,,9208989172,Non-Target,,
0013u00001MGlhoAAD,I.NEWTON EDUCATION CENTER,Inactive Prospect,Onboarding,Free,,No,Contact Email,https://www.inewtoneducation.com/,EL CAJON,CA,92020,8588636855,Non-Target,,
0013u00001mA7LpAAK,Ignacio Conchos School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",rsd.k12.az.us,Phoenix,Arizona,85041,16022432616,,,
0013u00001P41XUAAZ,Inborden Elementary School,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",in.halifax.k12.nc.us,Enfield,North Carolina,27823,(252) 445-5455,,,
0011I00000YHfQ0QAL,Indian Land Elementary - FIT Kids Afterschool Program,Inactive Prospect,SaaS Only Activated,Inactive,,No,"Website, Contact Email",lcsd.k12.sc.us,Indian Land,South Carolina,29707,(803) 235-4748,Non-Target,198,
0013u00001m9OuAAAU,Indian River School District Early Learning Center,Inactive Prospect,Onboarding,,,No,"Website, Name (District)",irsd.k12.de.us,FRANKFORD,Delaware,19945,(302) 732-1343,,,
0013u00001fECQZAA4,Iowa-New Albin Elementary,Inactive Prospect,Onboarding,,,No,Contact Email,http://www.stpatswaukon.com/,New Albin,Iowa,52160,(563) 568-2170,,,
0013u00001F2f1zAAB,Irvington Public Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",irvington.k12.nj.us,,New Jersey,,2019262991,,,
0013u00001qkEoNAAU,ISD #595,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",egf.k12.mn.us,St. Petersburg,Minnesota,33714,(218) 230-9434,,,
001PB00000IC4n7YAD,J. O. Combs Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),jocombs.org,,Arizona,,14808827451,,,
001PB00000UyCLBYA3,jai,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",taliaferro.k12.ga.us,,Georgia,,(706) 990-3444,,,
0013u00001Qa0CnAAJ,JASPER COUNTY PRESCHOOL HEAD START,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",jasper.k12.ga.us,MONTICELLO,Georgia,31064,7064684972,,,
0013u00001W3OHyAAN,Jefferson County District Pre-K,Inactive Prospect,Onboarding,,,No,"Website, Name (District)",https://www.jsd.k12.ca.us/DWebster,Daly City,California,94015,(650) 991-1000,Non-Target,,
0013u00001OEFGTAA5,Jessamine Career And Technology Center,Inactive Prospect,Onboarding,,,No,Website,http://www.jessamine.k12.ky.us/10/Home,Nicholasville,KY,40356,8598818324,Non-Target,,
001Rd000007MZXlIAO,Johnson County Park & Recreation District,Inactive Prospect,Onboarding,Free,,No,Name (District),,Olathe,Kansas,66061,913-826-3015,,,
0013u00001WQREeAAP,Johnston Learning Center Child Care,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",edgefield.k12.sc.us,Johnston,South Carolina,29832,18032754158,,12,
0013u00001OFW2vAAH,Jps Cdc Child Care Program,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://www.jackson.k12.ms.us/domain/2134,Jackson,Mississippi,39209-6214,(601) 360-2638,,,
001PB00000SiB1FYAV,Juneau School District,Inactive Prospect,Onboarding,Free,,No,Name (District),,,Alaska,,(907) 523-1705,,36,
0013u00001mv9UdAAI,JWP District#2835,Inactive Prospect,Onboarding,,,No,Name (District),isd2835.org,,Minnesota,,15072317780,,,
0013u00001JiCwHAAV,K.U.S.D.#27 - C.O.P.E.,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",http://www.kayenta.k12.az.us/Preschool,KAYENTA,Arizona,86033,(928)697-2205,Single-Site,,
0013u00001a99lVAAQ,Kahakai Elementary School,Inactive Prospect,Onboarding,,,No,Website,https://www.kahakaischool.k12.hi.us/,Kailua Kona,Hawaii,96740,8083274313,,,
001Rd00000EHndnIAD,Kankakee Valley Intermediate School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",kv.k12.in.us,Wheatfield,Indiana,46392,(219) 987-2027,,,
001Rd000006iAjQIAU,Kenora District Services Board,Inactive Prospect,Onboarding,,,No,Name (District),kdsb.on.ca,Dryden,Ontario,P8N3H6,(807)220-2488,Non-Target,,
001PB00000KrHFJYA3,Keppel Union School District,Inactive Prospect,Onboarding,,,No,"Contact Email, Name (District)",https://www.keppelunion.org/,Littlerock,California,93543,661-944-2155,,,
0011I00001CqRKGQA3,Kiddie Kollege Learning Center,Inactive Prospect,Onboarding,Free,,No,Website,nexus.dmsc.k12.ar.us,Andrews,Texas,79714-3649,14324258089,Single-Site,,
0013u00001OGVGFAA5,Kids Club Custer,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",WWW.MONROE.K12.MI.US,MONROE,Michigan,48161,17342654311,,,
0013u00001UeDsJAAV,Kids Club Tech Site,Inactive Prospect,Onboarding,,,No,Website,https://www.wdc2155.k12.mn.us/childcare,Wadena,Minnesota,56482,2186322348,,,
001PB00000J3IK7YAN,Kidzone,Inactive Prospect,Onboarding,,,No,Website,egreene.k12.in.us,,Indiana,,(812) 825-5623,,,
0013u00001pIfeTAAS,Klamath County School District Child Care Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",kcsd.k12.or.us,Klamath Falls,Oregon,97603,(541)850-2767,,,
0013u00001EcbUTAAZ,Klamath Falls City Schools- KBBH,Inactive Prospect,Onboarding,Inactive,,No,"Website, Contact Email",kfalls.k12.or.us,Klamath Falls,Oregon,97603,5418834748,Single-Site,66,
001Rd00000DgrrgIAB,Knightstown Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",www.cabeard.k12.in.us/,Knightstown,Indiana,46148,,,,
0013u00001VC7VmAAL,La Crescent Hokah Community Education-Discovery Preschool,Inactive Prospect,Onboarding,,,No,Website,isd300.k12.mn.us,La Crescent,Minnesota,55947,15078955153,,,
001PB00000R79a6YAB,"La Mesa-Spring Valley School District, Extended Student Services",Inactive Prospect,Onboarding,,,No,Name (District),lmsvsd.net,,California,,(619) 644-3800,,,
001PB00000OabjCYAR,Lafayette School Corporation,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://tjh.lsc.k12.in.us/,Lafayette,Indiana,47905,(765) 414-5666,,,
001PB00000Hg43uYAB,Lake ELC,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",sjsd.k12.mo.us,,Missouri,,(816)294-5215,,,
001PB00000OPoF9YAL,Lake Elementary School District,Inactive Prospect,Onboarding,Free,,Yes,Name (District),http://lakeviewcharter.org/,Orland,California,95963,530-865-1255,Non-Target,,
001PB00000SDgCdYAL,Lakeside School District Preschool,Inactive Prospect,Onboarding,,,No,Name (District),https://www.lsschool.org/,Lake Village,Arkansas,71653,(870) 265-7340,,,
001Rd00000DN4bOIAT,Lakeside Union School District,Inactive Prospect,Onboarding,,,No,Name (District),lsusd.net,,,,#ERROR!,,,
0011I00001BRWzNQAX,LAMOTTE SCHOOL DISTRICT 43,Inactive Prospect,Onboarding,,,No,Name (District),lamotteschool.com,,,,4065877166,Non-Target,,
0013u00001SM8E0AAL,Lamphere Early Learning Ladder,Inactive Prospect,Onboarding,Inactive,,No,Website,http://www.lamphere.k12.mi.us/education/components/sectionlist/default.php?,MADISON HEIGHTS,Michigan,48071,(248)589-3753,Multi-Site Parent,,
001PB00000Knph5YAB,Lancaster county school district,Inactive Prospect,Onboarding,,,No,Name (District),,,South Carolina,,(803) 762-8682,,,
001PB00000Kkp2TYAR,lanis walk n roll daycare,Inactive Prospect,Onboarding,,,No,Website,http://www.carlsbadusd.k12.ca.us,Carlsbad,California,92009,17609173189,,,
0013u00001W4vNHAAZ,LAURENS COUNTY SCHOOL DISTRICT 55,Inactive Prospect,Onboarding,,,No,Name (District),laurens55.org,,,,8646828328,,,
0013u00001W0zvHAAR,Laurens County School District 55,Inactive Prospect,Onboarding,,,No,Name (District),http://www.ebmorse.org/,Laurens,South Carolina,29360,18646813632,,,
0013u00001XAPfOAAX,Le Grand Elementary School,Inactive Prospect,Onboarding,,,No,Website,http://www.legrand.k12.ca.us,Le Grand,California,95333,2096584019,,,
001PB00000HBz1eYAD,LEARN,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",learn.k12.ct.us,,Connecticut,,860-434-4800,,,
0013u00001inBxEAAU,Lebanon RIII,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",lebanon.k12.mo.us,Lebanon,Missouri,65536,(417) 657-6002,,,
0013u00001GkZqdAAF,Lebanon Special School District SACC,Inactive Prospect,Onboarding,,,No,Name (District),lssd.org,Lebanon,Tennessee,37087,6153513436,,,
0013u00001SIeMsAAL,Leland School District,Inactive Prospect,Onboarding,,,No,Name (District),lelandk12.org,Leland,Mississippi,38756,16626865032,,,
001PB00000LAhSgYAL,Lemoore Union Elem Sch District,Inactive Prospect,Onboarding,,,No,Name (District),myluesd.net,,California,,(559) 816-5045,,,
0013u00001f9WVLAA2,LEUSD WILLIAM COLLIER PRESCHOOL,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",leusd.k12.ca.us,WILDOMAR,CA,92595,9512537630,,,
0013u00001oSrcNAAS,Lh Carpenter Early Learning Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://www.lhc.apaches.k12.in.us/,Wabash,IN,46992,2602740333,,,
001PB00000LqmvkYAB,Liberty School District,Inactive Prospect,Onboarding,,,No,Name (District),libertyk12.org,Liberty,New York,12754,(845) 292-5400,,,
0013u00001i7U02AAE,Lincoln Early Childhood Ed. Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",detlakes.k12.mn.us,Detroit Lakes,Minnesota,56501,2188474418,,,
001Rd000008gzbzIAA,Lindbergh School District,Inactive Prospect,Onboarding,,,No,Name (District),,,Illinois,,(217) 414-9089,,,
001Rd000000g2ocIAA,Linn Mar Community Schools,Inactive Prospect,Onboarding,,,No,Website,linnmar.k12.ia.us,Marion,IA,52302,3194473410,,,
0013u00001HRJJPAA5,Lisbon Early Learning Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",lisbon.k12.ia.us,Sacramento,California,95831,13194552034,,,
001PB00000ReljsYAB,Little Bombers Academy- MHPS,Inactive Prospect,Onboarding,,,No,Website,http://kindergarten.bombers.k12.ar.us/,Mountain Home,Arkansas,72653-5598,8704251256,,,
0013u00001LMdn6AAD,Little Cardinal's Nest,Inactive Prospect,Onboarding,Inactive,,No,"Website, Contact Email",stjohns.k12.fl.us,SAINT JOHNS,Florida,32259-8927,9045477856,Single-Site,,
0011I00001BTLSLQA5,Little Dreamers Childcare Center,Inactive Prospect,SaaS Only Activated,Inactive,,No,Website,http://www.minnewaukan.k12.nd.us/,Fort Totten,North Dakota,58335-0269,7017661340,Single-Site,38,
0013u00001dVgwzAAC,Little Falls Community Schools,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",https://www.lfalls.k12.mn.us/early-childhood/,,Minnesota,,3206166240,Non-Target,,
0013u00001OEOBUAA5,Little Giants Preschool,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",marion.k12.in.us,Marion,Indiana,46952,7656616146,,,
0013u00001GkltJAAR,Little Husky Learning Center,Inactive Prospect,Onboarding,,,No,Contact Email,https://www.oelweinschools.com/schools/little-husky-learning-center/,Oelwein,Iowa,50662-2561,(319)283-2302,,,
0013u000013agyoAAA,Little Lions,Inactive Prospect,Onboarding,Inactive,,No,"Website, Contact Email",marathon.k12.wi.us,,Wisconsin,,7152181387,Non-Target,5,
0013u00001GieGHAAZ,Little Lions Preschool and Childcare,Inactive Prospect,SaaS and Billing Activated,Inactive,,No,"Website, Contact Email",mvs.k12.mi.us,Grand Ledge,Michigan,48837,15178529468,Single-Site,26,No
0013u00001fFGm8AAG,Little Panther Preschool @ West Elementary,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",kcsd.k12.ia.us,,Iowa,,16418422185,,,
0013u000018pRCbAAM,Little Patriots Preschool,Inactive Prospect,Onboarding,Free,,No,Website,scps.k12.fl.us,,Florida,,14077463636,,,
001PB00000SMOQAYA5,Little People Learning and Development Center,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",milwaukee.k12.wi.us,Milwaukee,Wisconsin,53207,(414) 242-3634,Non-Target,,
0013u00001ijgbLAAQ,Little Red School House,Inactive Prospect,Onboarding,,,No,Contact Email,oursck12.ar.us,Valley Springs,Arkansas,72682,8703023058,,,
0013u00001cUveNAAS,Little Stangs Learning Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",blh.k12.mn.us,Buffalo Lake,Minnesota,55314,(320) 833-3999,,,
0013u00001fFjsRAAS,Little Tigerhawk Preschool- Colfax-Mingo Community School District,Inactive Prospect,Onboarding,,,No,Name (District),,Colfax,Iowa,50054,(515) 674-3465,,,
001Rd00000EjSktIAF,Little Waves,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",longbranch.k12.nj.us,,New Jersey,,(732) 413-8204,,,
001PB00000Ugy05YAB,Littleton Preparatory Charter School,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",lps.k12.co.us,,Colorado,,3037341995,,1,
0013u00001nGRkLAAW,Lohn Independent School District Daycare,Inactive Prospect,Onboarding,,,No,Name (District),https://www.lohnisd.net/,Lohn,TX,76852,3253445749,,,
0013u00001OHn0GAAT,Lonedell R-Xiv School District,Inactive Prospect,Onboarding,,,No,Name (District),,LONEDELL,Missouri,63060,(636) 629-0401,,,
001Rd00000BTbXJIA1,Long Beach Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),https://king.lbschools.net/,Long Beach,California,90805,15626077010,Non-Target,,
